0H 6H 24H 48H 120H
ENSMUSG00000024907 0.71054982178374 8.94101937158686 16.1821474489638 17.0586930971238 200.033729440301
ENSMUSG00000001131 3.07126960265092 13.6080899266868 155.85383350141 230.720191647122 89.4166320936042
ENSMUSG00000025348 9.14140142899914 70.9892691994706 322.845422668333 224.663473535283 335.685777645672
ENSMUSG00000034595 8.99453364510873 64.5846979250268 67.5794868448368 52.9924008573402 101.7751739079
ENSMUSG00000039405 4.06704993578425 3.8346346893908 53.9429855081944 75.0105699696081 265.954077392786
ENSMUSG00000037820 4.75769727441044 9.94621264603691 106.399335064177 159.522342957877 96.0400474808831
ENSMUSG00000054555 4.56805232462274 9.12562008486355 117.771158710586 87.0299915587078 184.934023594812
ENSMUSG00000031825 13.7173328327739 131.571705228668 233.747694664006 216.607969369635 181.722536637531
ENSMUSG00000020427 0.80539735226502 5.28810930287109 55.7505749828497 136.959826582239 160.231475317136
ENSMUSG00000059248 31.336550914395 125.100365801595 200.252422769723 224.798419170072 246.795534171044
ENSMUSG00000030123 14.7603395418605 14.5254815647912 43.8886909102726 77.8564003624265 317.849724393227
ENSMUSG00000026547 16.4084733929564 25.4625813498123 167.960374415769 240.68874069862 166.36853257819
ENSMUSG00000000957 19.7818537190451 37.379750718618 65.895425241852 125.432143104787 297.037580917804
ENSMUSG00000019987 0.364845013011112 1.09634666798735 29.6610848475073 196.05616661633 132.057443967257
ENSMUSG00000042367 0.542460469477118 4.63168748255041 68.1751341296053 91.709101072094 104.272700292643
ENSMUSG00000040998 343.248796323678 201.73504137506 48.230282511264 39.7765677520751 15.4836899535315
ENSMUSG00000004098 3.39348775524321 5.24382955417451 24.1367656127237 38.399353184766 263.284555709493
ENSMUSG00000032085 4.6223186453471 70.1952541916591 145.659149748711 143.813504630754 144.47329979855
ENSMUSG00000000753 3.64238649646846 3.69653852555516 5.7072764741493 47.6716855113971 124.463363222714
ENSMUSG00000039518 2.79722414080323 7.09376673908042 98.3274247610193 74.7125077617524 135.530089090539
ENSMUSG00000031659 2.06421597382341 1.64208467619729 11.7869260369032 32.7157340451132 188.870296372942
ENSMUSG00000035486 109.411028539475 60.005813564101 18.7479615818829 18.4147421031673 5.40881301736107
ENSMUSG00000043903 3.34708296874537 8.66923559818335 54.3241844948757 36.7475013989517 123.551402048667
ENSMUSG00000035929 10.2799081479104 283.417062678523 26.2817162733734 17.4220519877229 21.6782759794737
ENSMUSG00000004665 11.6152608488162 18.8773089428354 111.569217948001 107.035099854223 115.922331439324
ENSMUSG00000018927 1.69621884888319 0.552315479572539 28.6195661514159 133.619432733967 29.5956732982148
ENSMUSG00000027962 8.95231018115791 109.507274709157 284.195844709101 354.484029129076 45.1254422548574
ENSMUSG00000034394 4.12358572541759 182.680928384424 128.83062905178 51.4431596473706 92.5989161695479
ENSMUSG00000032548 9.45570611518409 42.0490076670654 98.9476280479663 63.0566738215162 116.060612431409
ENSMUSG00000049866 11.045182687844 15.6808129565066 46.2821450243802 63.854847996066 151.471629558262
ENSMUSG00000027832 1.76595562572667 369.821166854759 103.391167738125 27.6610038845488 0.723787842226954
ENSMUSG00000004105 29.5121254101517 38.9338357413362 64.7537512553115 144.265893504325 136.754653560159
ENSMUSG00000042254 113.971126679296 61.7002408563856 11.3134792617041 6.89432411714617 13.3476198911341
ENSMUSG00000030450 75.5770791944741 71.7095644767638 7.0072078955495 6.05689029445329 1.27455660991033
ENSMUSG00000026042 1.25757982047133 0.645527779713959 3.23836354875525 18.5637622921582 165.918300814671
ENSMUSG00000038677 101.052099244926 55.4688354457813 19.1406196119912 7.9677525718027 5.39705252654703
ENSMUSG00000022952 10.5449373786766 104.214284116255 126.85555165802 89.0598087590773 404.37513870987
ENSMUSG00000012428 4.41265499726282 43.4336599442278 275.057469219256 267.592859612472 3.92910949495962
ENSMUSG00000025491 8.27491228871422 5.85862179183122 127.224603657074 443.016015795551 11.9511933173831
ENSMUSG00000032487 1.36838672460487 124.060142917046 125.116228511836 31.1537096518302 15.044018367213
ENSMUSG00000038642 5.12355655814009 7.68321045636588 11.333856808333 48.4123328775885 165.253906936009
ENSMUSG00000002289 7.55768292102266 95.6321108985091 107.402310861598 66.2905546304472 125.899180759457
ENSMUSG00000025650 3.96345548584694 8.71944841830658 4.49281444700312 10.2132089250483 213.147264617303
ENSMUSG00000028128 6.01397757938123 142.192706082276 64.0869772524296 30.0800192007451 5.42093488147928
ENSMUSG00000038135 84.1033473722987 58.2303120035832 23.4465119172348 8.28830913681285 3.07076551428672
