gene_id	WT_0H_DBI_7	WT_0H_DBI_8	WT_0H_DBI_9	WT_24H_DBI_10	WT_24H_DBI_11	WT_24H_DBI_12	WT_48H_DBI_13	WT_48H_DBI_14	WT_48H_DBI_15	WT_0H_DNA2_22	WT_0H_DNA2_23	WT_0H_DNA2_24	WT_120H_DNA2_25	WT_120H_DNA2_26	WT_120H_DNA2_27	WT_0H_DNA1_28	WT_0H_DNA1_29	WT_0H_DNA1_30	WT_6H_DNA1_31	WT_6H_DNA1_32	WT_6H_DNA1_33	WT_24H_DNA1_34	WT_24H_DNA1_35	WT_24H_DNA1_36
ENSMUSG00000030681	4.60022059932437	4.70971354311763	4.51568708058821	7.17574545824753	7.24399523911986	7.33620062028343	6.90473033169548	7.03337524085184	6.76320921266584	5.07160880326809	5.15061985986687	4.91753789302867	7.52971146170715	7.53129159581928	7.18842190128494	5.46872883516196	5.35086893528208	5.5970581629609	5.92004961187779	6.19160793817967	6.48298618401207	8.03437371928046	8.32914698607375	8.21739537651889
ENSMUSG00000028108	2.70856049223605	2.81430248101142	3.02056828784205	7.48385550311569	8.55246035717726	8.82634277513421	8.60290407076813	9.58576753659408	9.55285940879939	3.28960700673861	2.75611765229208	2.76161823339292	10.9534012760441	10.8278379430603	10.3147814344449	1.51643526774524	2.235303040949	2.39639395986818	4.36032694953882	2.91416364350513	3.65516800489391	8.52378171795497	7.4348084335173	7.85118521850768
ENSMUSG00000025348	2.78846187583229	3.40466801966793	3.1377297305592	7.99729423780434	8.41384867317115	8.56315139655111	7.9317935854564	7.25837156452343	8.23257916321229	2.23133436290598	2.1968462117758	2.03537776673046	8.37853421457219	8.56582210304734	8.16393191880382	3.48516849263173	3.20760719963538	4.63184381056309	6.27041788801994	5.73050204239131	6.49483279022425	8.67639572618578	8.3383126760406	7.8883168976358
ENSMUSG00000035493	3.78220822435161	4.03137547883685	4.47172655111597	8.62984232398489	9.13763736679626	9.73666436573258	9.41095589141503	9.00911815776205	9.98293404917354	2.78894676457503	1.56389587710665	2.03537776673046	10.2228067469135	10.5138606769356	9.9228743068245	3.15232225819706	3.56003673548006	4.58540745869727	5.8477215945199	5.68727683821063	6.30063960978099	9.52581450135519	9.04542029692032	9.34377937417716
ENSMUSG00000001750	3.38989764112226	4.1284460998593	4.09080924599766	6.09081202593566	6.03733731701995	6.0902596617145	6.20395628518537	5.90323979871846	5.86596691058444	3.06088686530039	3.01048568934101	3.15067800805363	6.36602391228575	6.30512558596089	6.12500639261966	3.18596095087235	2.7690160336813	2.88973606157329	4.14230941941932	3.76453275935475	3.7372454637821	5.53372617773346	5.42803478359208	5.57876899083864
ENSMUSG00000034220	5.70523012730581	5.27110291915879	5.66573932595819	7.76086893533177	8.07924480244143	8.07758041726478	7.31148115035387	7.48326985476924	7.72546631522064	5.83838993208098	5.45548583920584	5.94742478945388	8.57778877284361	8.74701315027524	8.35414676534097	5.84938348771824	5.65813953101243	6.14163724934895	7.79097535971569	7.0810859643291	7.43409803438421	8.24287469945545	8.34612289921494	8.26475854867597
ENSMUSG00000030560	5.77161399739931	5.64784304563866	6.06387252428706	7.7867505911928	8.36253623509771	8.36725278241158	8.81363317722696	8.23384336275841	9.29848885174265	3.95539405203444	4.49156412172023	4.56629719068702	9.74386615704603	9.95715943343244	9.70178414272742	4.06661470611028	4.61917064269138	4.71759179702545	5.27739590105314	5.23622797286315	5.4551455351826	7.40761348767094	6.94339900687162	6.91575404899531
ENSMUSG00000056737	1.91920160094905	1.67481740665307	1.56854793680373	4.89325211064863	5.76658802548997	5.73929289052211	6.31269961791186	5.90821204983598	6.5266613989066	1.38429238880785	1.80705026734954	1.55242558707045	6.4146815998264	6.93990717843407	6.36001854713608	2.1485704883355	1.73046889312514	2.2768026538512	1.80532527219389	1.94975169465203	2.04154145808524	5.42713246066514	5.95619328722002	5.23112454826292
ENSMUSG00000031207	6.28413936907983	5.91602360584684	5.94832806830931	9.04683464486948	9.46065543134852	9.45311127637919	9.72494235109831	9.13003016847117	9.80774108326222	5.66395174296162	5.86852653935196	5.87473672818734	10.1064138923119	10.507864637382	9.90965627446359	6.17875547556808	6.04764986976789	5.68630394114906	6.30878666688314	6.90557075320841	7.3544134832267	10.0760339837728	10.3336610958294	9.41325779492003
ENSMUSG00000001131	2.02854318575195	1.67481740665307	2.49218123417803	7.31296155038032	7.34315857242399	8.02154655375637	8.30618182127477	7.49433373899568	7.77583771929458	0.52355220526553	0.72588305395877	2.39657120557471	6.33176035224413	6.89244926235984	6.06602764129728	1.25635742816339	1.56539240482871	1.68843537434394	3.57255540066244	3.48009555712515	4.28770382248589	7.17647022320304	6.86945541999052	6.69462744822277
