gene_id	FN_0H_DBI_1	FN_0H_DBI_2	FN_0H_DBI_3	FN_48H_DBI_4	FN_48H_DBI_5	FN_48H_DBI_6	WT_0H_DBI_7	WT_0H_DBI_8	WT_0H_DBI_9	WT_24H_DBI_10	WT_24H_DBI_11	WT_24H_DBI_12	WT_48H_DBI_13	WT_48H_DBI_14	WT_48H_DBI_15	B8_0H_DNA1_16	B8_0H_DNA1_17	B8_0H_DNA1_18	B8_24H_DNA1_19	B8_24H_DNA1_20	B8_24H_DNA1_21	WT_0H_DNA2_22	WT_0H_DNA2_23	WT_0H_DNA2_24	WT_120H_DNA2_25	WT_120H_DNA2_26	WT_120H_DNA2_27	WT_0H_DNA1_28	WT_0H_DNA1_29	WT_0H_DNA1_30	WT_6H_DNA1_31	WT_6H_DNA1_32	WT_6H_DNA1_33	WT_24H_DNA1_34	WT_24H_DNA1_35	WT_24H_DNA1_36
ENSMUSG00000053338	-2.20933681577115	-1.72636817674944	-2.89739239114692	0.256205190781339	1.40734992083903	2.51724354915134	-2.89739239114692	-2.89739239114692	-2.18424376634506	0.0666549137696685	0.423312797213405	0.794983628486232	3.31603036066292	1.89362831481162	1.74268991904467	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.403921606602976	-0.182202055069521	-0.359325284848166	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.2436110316152	1.70967945109924	1.36760518747304	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.936689529854725	1.97850034542264	0.307921681703254
ENSMUSG00000029019	-2.89739239114692	-2.89739239114692	-2.89739239114692	-1.80763097879287	-0.581227554699321	-1.81960628441495	-2.89739239114692	-2.28388734066801	-2.89739239114692	0.830046632822302	2.02015693817882	1.63561945748146	1.04123471110976	0.781004047027091	1.17086016681525	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.888689169691469	1.09906620939389	1.6335070546678	-1.91843308684593	-2.89739239114692	-2.89739239114692	-0.783508668941356	1.0116491048784	-0.0745844503051951	-1.15577851229671	-2.15902070721804	-2.06539430884066	0.23202451381732	-0.567832776421679	0.618720219577495	2.37018562614403	3.19687507649508	1.09825632817608
ENSMUSG00000026068	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.428441098384929	1.23097067534991	1.05123911022948	-2.89739239114692	-1.85478757015966	-2.89739239114692	1.21759413582374	1.26119614992558	1.98029827638893	3.71366167935422	0.99553815031112	0.672998177507515	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.16850614128281	0.573772109340894	0.787425008865168	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.70548298452189	0.934825112108471	1.23109249048555	-2.89739239114692	-1.89563499296635	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.26557626439542	2.61474608278556	1.96310463469536	2.44680801882663
ENSMUSG00000039942	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.582290255297696	0.731569767095269	0.886497568972214	-1.21088451394624	-0.507887720197952	-1.35234611957576	0.401856576811272	-0.17062559430249	0.437125913988691	2.15791873062269	1.04453300658064	0.672998177507515	-1.97833282850701	-2.42223472859961	-0.949989785368348	0.922598163039373	0.156835110728195	1.01944436669578	-2.89739239114692	-2.89739239114692	-1.99519379412258	2.15467480236715	2.72610312957285	1.66122440778618	-0.722303552209001	-1.02036776483296	-0.205625157849363	1.6299284415831	2.12083438741434	2.59321460669749	-0.610069064616706	0.0765527701459676	-1.20016465848144
ENSMUSG00000030589	-1.74538990425067	-2.19619159022813	-2.89739239114692	0.721302439568935	0.592465868346097	1.37523617721447	-2.89739239114692	-2.28388734066801	-2.89739239114692	1.42804286538939	1.58512529509093	1.92344785150122	3.6200250501949	1.46018845969971	1.34681096317055	-2.89739239114692	-2.89739239114692	-2.03644766372653	1.30331447588218	1.35751129968813	1.95495603698508	-2.89739239114692	-2.89739239114692	-2.89739239114692	2.6754880544535	1.84179126743	2.73496459574833	-2.89739239114692	-0.779212370172172	-2.89739239114692	-1.41782606463877	-1.75468118236313	-2.89739239114692	1.70483734547572	1.65353877830866	1.90548673488397
ENSMUSG00000074183	-2.20933681577115	-2.89739239114692	-1.17385005047409	-0.590150633479282	-1.18619557928858	-1.48261187673944	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.56790355943261	2.64237457195029	1.36378494137296	-0.4101022631696	0.99553815031112	-0.21039844685212	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.818382266287435	0.661569896896664	-0.719174166636507	-1.91843308684593	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.06539430884066	-0.097856772263304	0.93929045454479	1.08782455173699	1.88520255273198	3.4932953157248	1.55760871101606
ENSMUSG00000115149	-2.20933681577115	-2.89739239114692	-2.89739239114692	0.161707463832998	-2.89739239114692	0.236099009049546	-1.8205711863016	-2.89739239114692	-2.89739239114692	1.73550677299809	1.72335578589564	-0.426510597409577	-0.284060522326391	0.660451717965816	0.209556016005767	-2.89739239114692	-2.89739239114692	-2.89739239114692	2.82606962642798	3.54451368773568	1.92257812155633	-2.89739239114692	-2.89739239114692	-2.89739239114692	-1.82047997517439	-2.89739239114692	-1.4454173443265	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.2227362176227	-1.75468118236313	-2.89739239114692	-1.05434762931086	-0.242395473294415	-1.57824760360574
ENSMUSG00000047443	-2.89739239114692	-2.19619159022813	-1.5554207317947	-0.0481665256735073	2.06306300916271	2.55433262324804	-2.2607639663182	-1.85478757015966	-1.35234611957576	0.588633200090636	2.07283564344565	0.857016223441628	1.83573212025499	1.56465442519927	2.57891205774758	-0.572878321662563	-0.854551627899857	-0.804877430918338	0.304550702011074	-0.182202055069521	-0.359325284848166	-1.91843308684593	-2.89739239114692	-2.89739239114692	0.560155816681265	1.84179126743	1.49230986045289	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.327115384244495	0.215372107510008	1.08782455173699	1.35913883221718	0.785584772238903	1.65275245667877
ENSMUSG00000017652	-2.89739239114692	-2.19619159022813	-2.0756922787197	-0.16578731996913	1.40734992083903	1.53220333060606	-1.4837578018414	-1.85478757015966	-0.623498030686202	1.42804286538939	0.902246198260669	0.662293368179614	0.380972962678002	-0.0578309744467725	1.54029263486103	-2.36588252020702	-2.89739239114692	-2.89739239114692	0.888689169691469	-0.182202055069521	0.553719363225471	-0.929069638805625	-2.89739239114692	-2.89739239114692	3.51747477375103	3.44671128652214	2.65717549929055	-1.53971260119442	-2.89739239114692	-1.3364951548049	1.03893379975781	-0.567832776421679	-0.0808627261067502	1.54231794357257	1.97850034542264	1.86632070716387
ENSMUSG00000096965	-2.89739239114692	-2.19619159022813	-2.0756922787197	1.17277681533175	2.72698261806937	2.18021109838651	-2.2607639663182	-2.28388734066801	-1.06652361639259	0.0666549137696685	1.65589546093432	1.70472621430349	2.08969719634195	0.528899868111461	2.4879615228654	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.70511205555993	1.38356557572324	2.19073404265083	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.14990447270033	2.21104457573411	0.911885665637591	-2.89739239114692	-1.48015847843082	-1.3364951548049	0.23202451381732	-0.964362475630517	-2.26557626439542	2.24365397806133	2.82337334919276	0.185975490724375
ENSMUSG00000020399	-2.20933681577115	-1.37254014012737	-2.0756922787197	0.344891914025654	0.91791244779282	1.94909398801893	-1.4837578018414	-0.833947873023419	-0.828071579691786	1.03679468229608	0.251149053065491	1.44681526559065	3.47601989274127	2.28881651659707	1.83414929227542	-2.36588252020702	-0.998026917030096	-2.40362863660882	-0.179887906390183	0.327604642870066	-0.52805913073021	-2.89739239114692	-2.04237389011337	-1.0466986304311	2.49671399338273	1.45843634668804	1.85948942374729	-0.852839509895611	-1.67299168941081	-0.998014932512775	-1.41782606463877	-0.25712441067002	0.0275003486698533	0.647848739710207	1.15429967142432	0.473453263546016
ENSMUSG00000115009	-2.89739239114692	-2.89739239114692	-2.89739239114692	0.907535323309107	-2.89739239114692	-2.26010931342425	-2.89739239114692	-2.28388734066801	-2.89739239114692	1.61166483439191	2.17275155270822	1.27568264802227	0.380972962678002	0.781004047027091	0.534426265302954	-2.89739239114692	-2.89739239114692	-2.89739239114692	2.42602767151157	2.72792392269723	2.13530276282045	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.04968603404034	1.75507428500662	0.721181214165155	-1.33501136430497	-1.310087168252	-2.42223013394478	0.726487338076647	0.720170923677136	0.547706374553841	2.09031544915332	2.63219947990088	1.98076642008058
ENSMUSG00000050534	-2.20933681577115	-2.89739239114692	-1.5554207317947	2.10399011405316	2.51221583731995	2.27213283626868	-2.89739239114692	-2.89739239114692	-2.89739239114692	-1.65822662373002	-0.769157516318325	0.170197472759121	0.88898246931661	0.596174714891657	2.22055829320778	-2.89739239114692	-1.54109051740313	-2.40362863660882	-0.500951864784922	0.527784706475302	1.82084193496354	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.70548298452189	2.17809260949583	1.49230986045289	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.40923538465531	-2.89739239114692	0.607311357245284	0.950801136013729	-1.20016465848144
ENSMUSG00000079363	-1.74538990425067	-0.851499552587071	-2.0756922787197	2.02566630269274	2.32715630501933	-0.312772547094439	-1.8205711863016	-1.02955168351447	-1.35234611957576	1.61166483439191	1.69001989254077	1.18184818845298	0.525700300329299	1.04453300658064	-0.337721478710812	-1.97833282850701	-2.89739239114692	-2.89739239114692	0.541215397185117	1.21967695322716	0.466572907304843	-2.89739239114692	-1.50916763371983	-2.89739239114692	1.89068759162864	1.0116491048784	1.71340299647006	0.176933752148507	-0.894757096005654	-0.49390104076071	1.66675526361654	1.53123553701505	2.01546156220245	0.869718037092359	1.89982427947931	1.92467810591784
ENSMUSG00000044103	-2.89739239114692	-1.72636817674944	-2.0756922787197	1.3112824449708	0.663693709307734	2.05640598774396	-2.89739239114692	-1.25589854422931	-2.89739239114692	1.65413768433275	2.41643246896027	2.43138998405873	3.18046975925864	0.384137856365818	1.5036166367019	-2.36588252020702	-2.89739239114692	-2.89739239114692	0.141348506441049	1.09906620939389	2.0479456383688	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.06630875872765	-2.89739239114692	-2.89739239114692	-2.15902070721804	-2.42223013394478	-2.89739239114692	-2.89739239114692	-1.49219341310554	2.47528984513864	2.09608640509419	1.40198191265071
ENSMUSG00000111669	0.532594449104896	0.643574358359821	0.991572634747876	-1.19394758539603	-1.8016963306453	-2.26010931342425	0.0392548178715062	0.880744985786219	1.01586259434855	-1.65822662373002	-0.439072462871328	-2.24848692486552	-1.88030391585917	-2.89739239114692	-2.89739239114692	2.11073950111715	1.757063063945	1.84197824728416	-2.16955227368742	-1.44341409602163	-2.89739239114692	2.30927402823804	1.06219928092035	1.23265933219848	-2.89739239114692	-2.89739239114692	-2.89739239114692	1.43484331500108	1.60846581758629	1.80109121672644	2.10275404823714	0.898048387543308	1.55425035990054	-1.50931862226253	-1.37632089248303	0.120905697829277
