gene_id	WT_0H_DBI_7	WT_0H_DBI_8	WT_0H_DBI_9	WT_24H_DBI_10	WT_24H_DBI_11	WT_24H_DBI_12	WT_48H_DBI_13	WT_48H_DBI_14	WT_48H_DBI_15	WT_0H_DNA2_22	WT_0H_DNA2_23	WT_0H_DNA2_24	WT_120H_DNA2_25	WT_120H_DNA2_26	WT_120H_DNA2_27	WT_0H_DNA1_28	WT_0H_DNA1_29	WT_0H_DNA1_30	WT_6H_DNA1_31	WT_6H_DNA1_32	WT_6H_DNA1_33	WT_24H_DNA1_34	WT_24H_DNA1_35	WT_24H_DNA1_36
ENSMUSG00000032776	0.234474015734136	0.63859033263404	-0.285034053787858	3.33438146971516	3.89160953874141	3.69387308880063	3.3840701210513	2.70918863269664	2.90844151293984	-0.929069638805625	-2.04237389011337	-0.261992816747908	4.08417913495983	3.76785431214896	4.45398397277143	1.61850784860157	0.328136740991424	0.52912246535514	4.08223773440237	3.22052746232004	3.72924468500361	3.28862623562995	3.19027863579264	3.53888845948227
ENSMUSG00000110331	-1.4837578018414	-2.28388734066801	-2.89739239114692	-2.89739239114692	-1.81064878113091	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.04237389011337	-1.99519379412258	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.42160009137321	-2.89739239114692	-2.89739239114692	-2.89739239114692	-1.75468118236313	-2.89739239114692	-2.89739239114692	-2.89739239114692	-2.43922524658958
ENSMUSG00000030209	5.53035665364589	6.45090500480704	6.17770258042255	3.66030049644709	3.08853420209783	3.40296947132958	3.3745444199324	2.49676139271944	3.33104053183259	4.71148052041929	4.7635783247196	4.85496316730293	2.00214245055283	2.6073615699357	1.90507284194769	5.60552410731476	5.87650082828015	5.22938036311834	5.33573258942688	6.09111828348205	5.89315012538693	1.66589142401348	2.53141762464861	2.27800311674771
ENSMUSG00000023159	-2.89739239114692	-2.28388734066801	-2.89739239114692	2.23252929863546	2.65969832137014	2.77452588844133	3.73615113228005	1.56465442519927	3.12915283807748	-2.89739239114692	-2.89739239114692	-1.0466986304311	1.49295187323495	1.5642389747583	0.615458945735088	-2.89739239114692	-2.89739239114692	-2.06539430884066	-2.2227362176227	0.0743961627577849	0.473015222660736	3.26275822899647	3.60166113458508	2.97456185720558
ENSMUSG00000049723	-0.314300740381186	-1.52448743843372	-1.35234611957576	2.41649438182662	2.82237372059687	2.74201696938954	3.96283711502367	3.09371170191009	1.64503768746877	-2.89739239114692	-2.89739239114692	-1.99519379412258	3.27271414044392	3.8114819214082	3.14904133420728	-2.89739239114692	-2.15902070721804	-2.06539430884066	-0.904231960622302	-0.688292484213627	0.0275003486698533	1.30946425689089	1.4912867266491	2.06965750712063
ENSMUSG00000023800	0.55999817990379	0.0825658457290935	0.108575045860835	3.21177999251855	3.18740499558197	3.09078323658116	3.97549500027406	2.69391357999716	3.73071972874463	1.06290116578891	1.06219928092035	0.913428989789141	4.13397455040643	4.60828340619666	4.01874750796536	1.61850784860157	1.58708985636924	1.46042191424993	0.981624716650201	3.10747629965632	3.57708093411131	3.48599721085541	4.01021091509506	3.62353705124822
ENSMUSG00000020251	2.86416930744015	1.7377078489756	2.78941259329545	0.498265378771188	-1.47198071771034	0.591072090756341	0.220091358282118	0.305918240295845	1.12330232832737	3.7748699972008	3.58088754083046	3.72199329454209	0.406553803151105	0.934825112108471	1.15766523471533	3.4440554068938	2.49835415444403	2.71670402011434	2.59830300131357	1.66017123042369	1.75673560017981	0.123389959018861	-1.22758784491147	0.0527618721353354
ENSMUSG00000020227	-0.981505175337328	-0.242105169308648	-0.623498030686202	1.42804286538939	2.37507949886904	2.56748299671988	2.79413089678683	2.49676139271944	1.83414929227542	-0.126297355234463	-0.814986884969065	0.243420205730386	2.24808182928906	1.88327035061816	1.66122440778618	0.1084156283909	-0.572653485813234	0.52912246535514	1.51344761716862	2.25754973878714	2.14138760939436	1.58469612103586	2.42306317991064	2.73468384659984
ENSMUSG00000072720	2.05463109195434	2.48830878692479	2.69697637506069	2.53487279208426	2.04673671686908	1.48660460311144	-0.871834987448387	0.781004047027091	-1.00214754270528	3.28960700673861	3.47219583036122	2.94757760404652	-0.454298661821588	-0.392994030931355	-1.04789949164946	3.25889730871768	2.235303040949	3.42083512191673	3.86174927672842	3.97252520377783	4.50008442487662	2.54133284402595	2.88185483083033	2.72376877884748
ENSMUSG00000039639	1.97490801778141	1.57502204267446	3.02056828784205	-1.29287984881034	-1.81064878113091	-0.426510597409577	-1.88030391585917	-2.89739239114692	-0.80524543579622	2.34671972657828	2.50341463487566	2.6319107513585	-1.21076496669986	-2.89739239114692	-2.89739239114692	0.938852852984919	1.89607038301097	1.73455860353074	-0.097856772263304	1.19904452816198	1.78788321811765	-0.708979460741378	-1.37632089248303	-1.37685602311878
